persona_item,category,confidence_score_init,source_interaction_type,source_object_id,source_timestamp,formatted_timestamp,source_hashtags,interaction_format,confidence_cross_referenced,relationship_type,related_personas,stereotype_mark,split,distractor_persona_item,distractor_category
"Values sharing candid, real-life parenting moments",motherhood and parenting,0.68,implicit_positive,697975,1775246643,"20:04, 04/03/2026","[""#everydaymoments""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values sharing candid, real-life parenting moments"", ""type"": ""similar""}]",neutral,train,,
Identifies strongly with a community of mothers online,motherhood and parenting,0.72,implicit_positive,697975,1775246643,"20:04, 04/03/2026","[""#everydaymoments""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Identifies strongly with a community of mothers online"", ""type"": ""similar""}]",neutral,train,,
Invested in self-care routines and self-expression,self-care and personal wellness,0.68,implicit_positive,697975,1775246643,"20:04, 04/03/2026","[""#selfexpression""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Invested in self-care routines and self-expression"", ""type"": ""similar""}]",neutral,train,,
Believes confidence and positivity are important daily practices,self-care and personal wellness,0.62,implicit_positive,697975,1775246643,"20:04, 04/03/2026","[""#selfexpression""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Believes confidence and positivity are important daily practices"", ""type"": ""similar""}]",neutral,train,,
Looks for motivational and personal-growth content,self-care and personal wellness,0.6,implicit_positive,697975,1775246643,"20:04, 04/03/2026","[""#selfexpression""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Looks for motivational and personal-growth content"", ""type"": ""similar""}]",neutral,train,,
Gravitates toward content that mirrors everyday life experiences,relatable everyday content,0.72,implicit_positive,697975,1775246643,"20:04, 04/03/2026","[""#relatable""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Gravitates toward content that mirrors everyday life experiences"", ""type"": ""similar""}]",neutral,train,,
Finds comfort in 'that's so me' style posts,relatable everyday content,0.65,implicit_positive,697975,1775246643,"20:04, 04/03/2026","[""#relatable""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Finds comfort in 'that's so me' style posts"", ""type"": ""similar""}]",neutral,train,,
Enjoys dance content and casual music videos,dance and dance-music content,0.65,implicit_positive,718853,1775246662,"20:04, 04/03/2026","[""#dance""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys dance content and casual music videos"", ""type"": ""similar""}]",neutral,train,,
"Likely dances at home, at parties, or with family",dance and dance-music content,0.55,implicit_positive,718853,1775246662,"20:04, 04/03/2026","[""#dance""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Likely dances at home, at parties, or with family"", ""type"": ""similar""}]",neutral,train,,
Invested in self-care routines and self-expression,self-care and personal wellness,0.71,implicit_positive,718853,1775246662,"20:04, 04/03/2026","[""#confidenceiskey"", ""#selfexpression""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Invested in self-care routines and self-expression"", ""type"": ""similar""}]",neutral,train,,
Believes confidence and positivity are important daily practices,self-care and personal wellness,0.65,implicit_positive,718853,1775246662,"20:04, 04/03/2026","[""#confidenceiskey"", ""#selfexpression""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Believes confidence and positivity are important daily practices"", ""type"": ""similar""}]",neutral,train,,
Looks for motivational and personal-growth content,self-care and personal wellness,0.63,implicit_positive,718853,1775246662,"20:04, 04/03/2026","[""#confidenceiskey"", ""#selfexpression""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Looks for motivational and personal-growth content"", ""type"": ""similar""}]",neutral,train,,
Enjoys beauty and nail-art content,"beauty, nails, and personal style",0.73,implicit_positive,718853,1775246662,"20:04, 04/03/2026","[""#fashion"", ""#style""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys beauty and nail-art content"", ""type"": ""similar""}]",stereotypical,train,,
Keeps up with fashion and personal style inspiration,"beauty, nails, and personal style",0.63,implicit_positive,718853,1775246662,"20:04, 04/03/2026","[""#fashion"", ""#style""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Keeps up with fashion and personal style inspiration"", ""type"": ""similar""}]",neutral,train,,
"Values presenting a polished, put-together look","beauty, nails, and personal style",0.61,implicit_positive,718853,1775246662,"20:04, 04/03/2026","[""#fashion"", ""#style""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values presenting a polished, put-together look"", ""type"": ""similar""}]",neutral,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.85,implicit_positive,756348,1775246708,"20:05, 04/03/2026","[""#comedy"", ""#floridafunny"", ""#funnyvideos"", ""#prankwar""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,train,,
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.83,implicit_positive,756348,1775246708,"20:05, 04/03/2026","[""#comedy"", ""#floridafunny"", ""#funnyvideos"", ""#prankwar""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,train,,
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.67,implicit_positive,756348,1775246708,"20:05, 04/03/2026","[""#comedy"", ""#floridafunny"", ""#funnyvideos"", ""#prankwar""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,train,,
Follows comedy creators and prank content,comedy and humor content,0.65,implicit_positive,756348,1775246708,"20:05, 04/03/2026","[""#comedy"", ""#floridafunny"", ""#funnyvideos"", ""#prankwar""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,train,,
Spends time scrolling trending short-form video content,viral and trending social content,0.72,implicit_positive,756348,1775246708,"20:05, 04/03/2026","[""#tiktokfamous""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Spends time scrolling trending short-form video content"", ""type"": ""similar""}]",neutral,train,,
"Active across Instagram Reels, Threads, and similar platforms",viral and trending social content,0.68,implicit_positive,756348,1775246708,"20:05, 04/03/2026","[""#tiktokfamous""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Active across Instagram Reels, Threads, and similar platforms"", ""type"": ""similar""}]",neutral,train,,
Enjoys nostalgic throwback content from earlier eras,nostalgia and throwback memories,0.67,implicit_positive,421219,1775282205,"05:56, 04/04/2026","[""#middleSchoolMemories"", ""#nostalgia"", ""#throwback""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys nostalgic throwback content from earlier eras"", ""type"": ""similar""}]",neutral,train,,
Values memory-keeping and shared cultural references,nostalgia and throwback memories,0.63,implicit_positive,421219,1775282205,"05:56, 04/04/2026","[""#middleSchoolMemories"", ""#nostalgia"", ""#throwback""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values memory-keeping and shared cultural references"", ""type"": ""similar""}]",neutral,train,,
Enjoys dance content and casual music videos,dance and dance-music content,0.65,implicit_positive,421219,1775282205,"05:56, 04/04/2026","[""#musicLover""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys dance content and casual music videos"", ""type"": ""similar""}]",neutral,train,,
"Likely dances at home, at parties, or with family",dance and dance-music content,0.55,implicit_positive,421219,1775282205,"05:56, 04/04/2026","[""#musicLover""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Likely dances at home, at parties, or with family"", ""type"": ""similar""}]",neutral,train,,
Actively engaged in daily motherhood experiences,motherhood and parenting,0.87,implicit_positive,36045,1775282209,"05:56, 04/04/2026","[""#bigmama"", ""#mamapoopoo"", ""#momlife"", ""#singlemom""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Actively engaged in daily motherhood experiences"", ""type"": ""similar""}]",stereotypical,train,,
Parenting young children at home,motherhood and parenting,0.83,implicit_positive,36045,1775282209,"05:56, 04/04/2026","[""#bigmama"", ""#mamapoopoo"", ""#momlife"", ""#singlemom""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Parenting young children at home"", ""type"": ""similar""}]",neutral,train,,
Follows mom-oriented lifestyle content creators,motherhood and parenting,0.8,implicit_positive,36045,1775282209,"05:56, 04/04/2026","[""#bigmama"", ""#mamapoopoo"", ""#momlife"", ""#singlemom""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Follows mom-oriented lifestyle content creators"", ""type"": ""similar""}]",neutral,train,,
"Values sharing candid, real-life parenting moments",motherhood and parenting,0.73,implicit_positive,36045,1775282209,"05:56, 04/04/2026","[""#bigmama"", ""#mamapoopoo"", ""#momlife"", ""#singlemom""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Values sharing candid, real-life parenting moments"", ""type"": ""similar""}]",neutral,train,,
Identifies strongly with a community of mothers online,motherhood and parenting,0.77,implicit_positive,36045,1775282209,"05:56, 04/04/2026","[""#bigmama"", ""#mamapoopoo"", ""#momlife"", ""#singlemom""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Identifies strongly with a community of mothers online"", ""type"": ""similar""}]",neutral,train,,
Cherishes the bond between mothers and daughters,mother-daughter relationships,0.72,implicit_positive,36045,1775282209,"05:56, 04/04/2026","[""#motherdaughter""]",Instagram: viewed more than 75% of the reel,0.7,similar,"[{""persona_item"": ""Cherishes the bond between mothers and daughters"", ""type"": ""similar""}]",stereotypical,train,,
Likely has a daughter or close maternal-female relationship,mother-daughter relationships,0.6,implicit_positive,36045,1775282209,"05:56, 04/04/2026","[""#motherdaughter""]",Instagram: viewed more than 75% of the reel,0.7,similar,"[{""persona_item"": ""Likely has a daughter or close maternal-female relationship"", ""type"": ""similar""}]",neutral,train,,
Invested in romantic relationship content,romantic couple relationships,0.83,explicit_positive,458878,1775282215,"05:56, 04/04/2026","[""#younglove""]",Threads: commented,1.0,similar,"[{""persona_item"": ""Invested in romantic relationship content"", ""type"": ""similar""}]",neutral,train,,
Values long-term committed partnerships,romantic couple relationships,0.77,explicit_positive,458878,1775282215,"05:56, 04/04/2026","[""#younglove""]",Threads: commented,1.0,similar,"[{""persona_item"": ""Values long-term committed partnerships"", ""type"": ""similar""}]",neutral,train,,
Enjoys aspirational couple imagery and moments,romantic couple relationships,0.71,explicit_positive,458878,1775282215,"05:56, 04/04/2026","[""#younglove""]",Threads: commented,1.0,similar,"[{""persona_item"": ""Enjoys aspirational couple imagery and moments"", ""type"": ""similar""}]",neutral,train,,
Finds humor in everyday couple dynamics,romantic couple relationships,0.7,explicit_positive,458878,1775282215,"05:56, 04/04/2026","[""#younglove""]",Threads: commented,1.0,similar,"[{""persona_item"": ""Finds humor in everyday couple dynamics"", ""type"": ""similar""}]",neutral,train,,
Actively engaged in daily motherhood experiences,motherhood and parenting,0.9,explicit_positive,458878,1775282215,"05:56, 04/04/2026","[""#momlife"", ""#proudmom""]",Threads: commented,1.0,similar,"[{""persona_item"": ""Actively engaged in daily motherhood experiences"", ""type"": ""similar""}]",stereotypical,train,,
Parenting young children at home,motherhood and parenting,0.86,explicit_positive,458878,1775282215,"05:56, 04/04/2026","[""#momlife"", ""#proudmom""]",Threads: commented,1.0,similar,"[{""persona_item"": ""Parenting young children at home"", ""type"": ""similar""}]",neutral,train,,
Follows mom-oriented lifestyle content creators,motherhood and parenting,0.83,explicit_positive,458878,1775282215,"05:56, 04/04/2026","[""#momlife"", ""#proudmom""]",Threads: commented,1.0,similar,"[{""persona_item"": ""Follows mom-oriented lifestyle content creators"", ""type"": ""similar""}]",neutral,train,,
